SEASON_YEAR,POSTAL_CODE,PRODUCT_TYPE,TOTAL_SEATS,TOTAL_ACCOUNTS
2025,34210,Full Season,320,2
2026,60465,Full Season,320,3
2025,11721,Full Season,320,1
2027,60134,Half Season,320,8
2025,46614,Full Season,320,2
2027,60646,Half Season,320,6
2027,60631,Half Season,320,8
2027,60630,Half Season,320,7
2026,60527,Single Game,320,89
2025,60618-4701,Full Season,320,1
2027,60174,Half Season,320,5
2025,10562,Full Season,320,1
2025,80260,Full Season,320,2
2027,60091,Half Season,320,7
2025,60487-6214,Full Season,320,1
2025,600931015,Full Season,320,1
2027,60586,Half Season,320,5
2025,33418,Full Season,320,2
2025,60090-5325,Full Season,320,1
2025,33014,Full Season,320,1
2025,60013,Full Season,320,4
2025,60192,Full Season,320,3
2025,80134,Full Season,320,2
2025,60506,Half Season,320,6
2025,60126-4041,Full Season,320,1
2027,60654,Half Season,320,8
2025,62025,Full Season,320,1
2025,60638,Group,319,52
2026,60622,Pick Em Plan,318,19
2025,60914,Full Season,316,2
2025,60630,Group,315,57
2026,60608,Single Game,315,113
2026,60175,Group,315,16
2025,60618,Distribution Partner,315,118
2025,60631,Half Season,315,7
2026,60467,Half Season,314,5
2026,60048,Single Game,314,93
2025,60611,Pick Em Plan,314,19
2026,60563,Single Game,314,105
2025,60622,Distribution Partner,313,124
2025,60613,Single Game,313,79
2025,60525,Group,313,56
2026,60656,Group,312,31
2026,60616,Half Season,312,7
2025,60610,Pick Em Plan,311,18
2025,60453,Group,310,46
2026,60630,Half Season,310,7
2026,60035,Single Game,310,107
2026,60487,Single Game,310,90
2026,60563,Half Season,310,4
2026,60477,Single Game,310,100
2025,60181,Half Season,310,5
2025,60634,Group,310,68
2025,60622,Single Game,309,101
2026,60187,Full Season,308,4
2026,60126,Distribution Partner,308,98
2026,60631,Half Season,306,7
2025,60647,Single Game,305,105
2025,60515,Group,304,47
2026,60516,Single Game,303,92
2026,60015,Single Game,303,90
2025,60647,Distribution Partner,302,123
2025,60185,Full Season,302,5
2025,60107,Full Season,302,3
2026,60423,Group,302,36
2025,60402,Half Season,302,5
2025,60441,Group,300,34
2026,60118,Full Season,300,2
2026,60188,Single Game,297,90
2026,60491,Single Game,297,86
2026,60661,Group,297,16
2026,60643,Group,297,17
2026,60585,Half Season,296,6
2026,60525,Half Season,296,5
2026,60630,Group,295,40
2026,60646,Single Game,294,92
2025,60154,Group,293,13
2025,60517,Group,293,25
2026,60045,Single Game,292,95
2026,46322,Half Season,292,5
2026,60031,Single Game,292,90
2026,60611,Distribution Partner,291,107
2026,60487,Group,291,18
2026,60440,Full Season,290,2
2025,60642,Group,290,50
2025,60130,Group,290,19
2026,61548,Group,289,5
2026,60629,Group,288,40
2026,60561,Single Game,288,83
2025,60646,Half Season,288,5
2026,60056,Half Season,288,6
2026,33458-8161,Full Season,287,1
2027,11230,Full Season,287,2
2026,60623,Full Season,287,2
2026,11230,Full Season,287,2
2025,60613,Distribution Partner,287,122
2027,33458-8161,Full Season,287,1
2026,60490,Full Season,287,2
2027,60914,Full Season,287,2
2027,60002,Full Season,287,2
2026,60148,Half Season,287,6
2026,60640,Full Season,287,2
2026,60426,Full Season,287,2
2027,60490,Full Season,287,2
2027,60103,Full Season,287,4
2026,60085,Full Season,286,1
2026,60004,Group,285,43
2026,60626,Single Game,285,57
2026,11230,Group,285,4
2025,60126,Single Game,284,76
2026,60491,Half Season,284,5
2025,60148,Half Season,284,6
2026,60402,Single Game,283,102
2026,60540,Group,283,40
2026,46311,Group,283,15
2026,60062,Pick Em Plan,282,16
2026,60030,Single Game,282,90
2025,60202,Half Season,282,4
2025,60613,Group,281,71
2025,46304,Full Season,280,4
2025,33458-8161,Full Season,280,1
2027,60189,Half Season,280,6
2027,60585,Half Season,280,6
2025,60634,Half Season,280,5
2027,60525,Half Season,280,5
2027,60655,Half Season,280,7
2025,60047,Half Season,280,5
2027,60056,Half Season,280,6
2025,60106,Half Season,280,5
2027,46322,Half Season,280,5
2027,60439,Half Season,280,7
2027,60543,Half Season,280,5
2025,33137,Full Season,280,1
2026,60612,Group,280,32
2026,60193,Half Season,279,7
2026,60654,Distribution Partner,279,105
2026,60448,Single Game,278,84
2026,60660,Single Game,278,98
2026,60005,Half Season,277,5
2025,60564,Group,277,40
2026,60950,Group,277,10
2025,60047,Group,276,43
2025,60010,Group,276,51
2025,60515,Half Season,276,6
2026,60201,Single Game,276,101
2026,60614-2108,Full Season,275,1
2026,60467,Single Game,275,89
2026,60616,Group,275,46
2026,60510,Group,275,26
2026,60467,Group,274,19
2026,60618,Pick Em Plan,274,15
2026,60093,Pick Em Plan,273,15
2026,60525,Group,273,37
2026,60629,Full Season,273,3
2026,60074,Single Game,272,72
2025,60490,Full Season,272,3
2025,60442,Full Season,270,3
2025,60440,Full Season,270,2
2025,60487,Group,269,26
2026,60607,Pick Em Plan,268,15
2026,60046,Single Game,267,80
2025,60610,Distribution Partner,265,102
2025,60005,Half Season,263,3
2026,60564,Group,261,23
2026,60585,Single Game,261,83
2027,60193,Half Season,260,7
2026,60516,Half Season,260,6
2026,47714-1605,Full Season,258,1
2025,60625,Group,258,49
2026,60526,Full Season,258,2
2026,60056,Group,257,43
2026,60640,Half Season,257,5
2026,60018-5216,Full Season,256,1
2026,60007,Half Season,255,5
2026,60304,Single Game,255,67
2025,60465,Full Season,255,2
2025,60056,Group,254,54
2026,60013,Full Season,254,3
2025,60477,Group,254,27
2025,60103,Group,254,34
2025,60067,Half Season,254,6
2026,60188-9300,Full Season,254,1
2026,60156,Group,253,15
2025,60614-2108,Full Season,252,1
2025,60093,Single Game,252,42
2026,60194,Full Season,251,2
2026,60449,Full Season,251,3
2026,60189,Half Season,251,5
2026,606142362,Group,250,1
2026,60089,Single Game,250,86
2026,60189,Full Season,250,3
2026,60090,Full Season,250,2
2025,60527,Half Season,250,5
2026,60301,Full Season,250,2
2025,46410,Full Season,250,2
2025,46342,Group,250,12
2026,60521,Single Game,249,86
2026,60061,Full Season,249,2
2025,46350,Full Season,249,3
2026,60442,Full Season,248,3
2026,60609,Single Game,248,71
2025,53179,Group,248,2
2026,60002,Group,248,15
2026,60616,Single Game,248,82
2027,60089-6892,Full Season,246,1
2025,60611,Single Game,246,85
2026,60543-9305,Full Season,246,1
2026,33410,Full Season,246,1
2026,60126-2034,Full Season,246,1
2026,60604,Full Season,246,3
2026,60654-5697,Full Season,246,1
2027,53202,Full Season,246,2
2027,60090,Full Season,246,2
2026,46392,Full Season,246,2
2027,60614-2657,Full Season,246,1
2027,60459,Full Season,246,2
2027,603041525,Full Season,246,1
2027,60012,Full Season,246,2
2027,60046,Full Season,246,2
2027,60614-2108,Full Season,246,1
2027,60406,Full Season,246,3
2026,53202,Full Season,246,2
2027,60061,Full Season,246,2
2027,60440,Full Season,246,2
2026,46033,Full Season,246,2
2026,463751326,Full Season,246,1
2027,60156,Full Season,246,2
2027,60543-9305,Full Season,246,1
2027,60301,Full Season,246,2
2027,60194,Full Season,246,2
2026,60156,Full Season,246,2
2027,10002,Full Season,246,2
2027,60020,Full Season,246,2
2027,60604,Full Season,246,3
2027,60188-9300,Full Season,246,1
2027,60442,Full Season,246,3
2027,60633,Full Season,246,2
2027,46033,Full Season,246,2
2026,10002,Full Season,246,2
2027,60421,Full Season,246,2
2026,60107,Full Season,246,2
2027,60654-5697,Full Season,246,1
2027,60478,Full Season,246,2
2027,60120,Full Season,246,2
2027,60131-1212,Full Season,246,1
2027,47714-1605,Full Season,246,1
2026,46360,Full Season,246,2
2027,33410,Full Season,246,1
2026,60030,Full Season,246,3
2026,60406,Full Season,246,3
2026,60586,Group,246,31
2027,60464,Full Season,246,2
2027,60153,Full Season,246,2
2026,60108,Full Season,246,2
2026,60016,Full Season,246,2
2026,60131-1212,Full Season,246,1
2026,60153,Full Season,246,2
2027,60126-2034,Full Season,246,1
2026,60614-2657,Full Season,246,1
2027,463751326,Full Season,246,1
2025,60188-9300,Full Season,246,1
2027,60154,Full Season,246,2
2026,603041525,Full Season,246,1
2026,60643,Single Game,246,72
2027,60013,Full Season,246,3
2026,H4R 0B2,Full Season,246,1
2026,60453,Half Season,245,4
2026,60175,Single Game,245,71
2025,60558,Half Season,244,4
2025,30013,Full Season,244,1
2025,60504,Half Season,244,4
2025,60018-5216,Full Season,244,1
2025,60661,Half Season,244,6
2025,60301,Full Season,244,2
2025,60142,Full Season,244,3
2025,53104,Full Season,244,1
2027,60018-5216,Full Season,244,1
2025,60089,Group,244,43
2026,60527,Half Season,244,5
2026,60007,Group,244,18
2026,60067,Group,243,29
2026,60026,Half Season,243,5
2025,60188,Half Season,243,5
2025,46311,Group,243,14
2026,60302,Group,242,45
2025,60610,Single Game,242,85
2025,60446,Half Season,242,5
2025,60154,Full Season,242,2
2025,60564,Half Season,242,6
2025,60015,Half Season,242,5
2025,60540,Group,242,41
2026,60047,Half Season,241,4
2025,61115,Full Season,241,2
2025,60616,Half Season,241,5
2026,60451,Group,241,29
2025,60415,Full Season,240,2
2025,60449,Full Season,240,3
2025,60108,Full Season,240,2
2025,60411,Full Season,240,2
2025,60426-6021,Full Season,240,1
2025,60153,Full Season,240,2
2025,46360,Full Season,240,2
2025,H4R 0B2,Full Season,240,1
2025,47714-1605,Full Season,240,1
2025,85255,Full Season,240,2
2026,60201,Group,240,58
2025,33410,Full Season,240,1
2025,53202,Full Season,240,2
2025,60482,Full Season,240,3
2027,60560,Half Season,240,5
2025,60614-2657,Full Season,240,1
2025,60654-5697,Full Season,240,1
2027,60005,Half Season,240,5
2025,60184,Full Season,240,2
2025,60501,Full Season,240,2
2025,60447,Full Season,240,2
2027,60516,Half Season,240,6
2027,60431,Half Season,240,5
2027,60527,Half Season,240,5
2027,60467,Half Season,240,5
2025,60136,Full Season,240,2
2025,60445,Full Season,240,2
2025,60126-2034,Full Season,240,1
2025,60543-9305,Full Season,240,1
2025,60406,Full Season,240,3
2025,63131,Full Season,240,2
2027,60015,Half Season,240,5
2027,60076,Half Season,240,2
2025,46033,Full Season,240,2
2025,60464,Full Season,240,2
2025,60436,Full Season,240,2
2027,60137,Half Season,240,6
2025,60438,Full Season,240,2
2025,61036,Full Season,240,1
2025,60178,Full Season,240,2
2025,60004,Single Game,240,61
2025,10002,Full Season,240,2
2025,60131-1212,Full Season,240,1
2025,60585,Full Season,240,2
2025,60110,Full Season,240,2
2025,46392,Full Season,240,2
2027,60007,Half Season,240,5
2025,463751326,Full Season,240,1
2027,60202,Half Season,240,4
2025,603041525,Full Season,240,1
2027,60491,Half Season,240,5
2025,60137,Group,239,40
2025,60654,Distribution Partner,239,86
2026,60440,Single Game,238,74
2026,60005,Single Game,237,82
2026,60409,Full Season,237,2
2025,60606,Half Season,237,5
2025,60609,Group,237,37
2025,60618,Single Game,236,81
2026,60134,Single Game,236,78
2026,60543,Half Season,236,4
2026,60060,Single Game,236,77
2026,60605-2439,Full Season,235,1
2025,60526,Half Season,234,4
2026,60453,Pick Em Plan,234,13
2026,60047,Distribution Partner,232,77
2026,60187,Single Game,232,76
2026,60451,Distribution Partner,231,80
2026,60089,Group,231,36
2026,60025,Distribution Partner,230,75
2025,60646,Group,229,50
2026,60532,Single Game,228,73
2025,60640,Group,228,51
2026,60142,Single Game,228,66
2026,60441,Group,228,32
2025,60035,Group,228,27
2026,60453,Distribution Partner,227,83
2026,60089,Pick Em Plan,227,14
2025,60126,Pick Em Plan,227,14
2025,60605-2439,Full Season,226,1
2026,60062,Half Season,226,5
2026,60647,Pick Em Plan,225,14
2026,60637,Group,225,25
2026,60053,Group,224,22
2025,60452,Group,224,27
2026,60638,Distribution Partner,223,67
2026,60629,Single Game,223,72
2025,60615,Half Season,222,4
2026,601081009,Full Season,222,1
2026,60632,Single Game,222,74
2026,60515,Group,221,33
2025,60007,Half Season,221,4
2025,60448,Half Season,221,3
2027,60108,Half Season,220,5
2026,60544,Single Game,220,70
2025,60047,Pick Em Plan,220,13
2026,60134,Half Season,220,5
2026,47906,Group,220,5
2025,08057,Group,220,1
2026,60015,Pick Em Plan,220,12
2027,60462,Half Season,220,4
2025,60441,Half Season,220,5
2026,60646,Group,220,47
2026,60073,Single Game,219,76
2026,60540,Pick Em Plan,219,11
2026,60546,Pick Em Plan,218,7
2026,60504,Single Game,218,73
2026,60016,Single Game,218,68
2026,60008,Group,218,17
2026,60661,Single Game,217,78
2026,60431,Single Game,216,64
2026,60102,Single Game,215,86
2026,60615,Single Game,215,70
2026,60641,Half Season,215,4
2026,60804,Single Game,214,67
2026,60025,Group,213,55
2026,60305,Single Game,212,60
2026,60634-2557,Full Season,212,1
2026,60564,Half Season,212,4
2026,60103,Pick Em Plan,212,10
2026,60462,Half Season,212,4
2025,60607,Pick Em Plan,211,12
2026,60305,Half Season,211,4
2025,60077,Half Season,210,4
2025,60532,Half Season,210,5
2025,60560,Half Season,210,4
2025,60612,Half Season,210,4
2026,60101,Single Game,210,57
2026,60174,Half Season,210,3
2025,60148,Group,208,47
2026,60016,Group,208,33
2026,60187,Half Season,208,5
2025,60540,Single Game,207,56
2025,60640,Single Game,207,70
2025,60068,Group,207,56
2026,60613,Pick Em Plan,207,14
2025,60174,Half Season,206,3
2025,60565,Group,205,24
2027,60020-1140,Full Season,205,1
2026,60020-1140,Full Season,205,1
2026,60471,Full Season,205,2
2027,25438,Full Season,205,1
2027,60107-2168,Full Season,205,1
2027,60622-3196,Full Season,205,1
2026,60622-3196,Full Season,205,1
2027,60506,Full Season,205,1
2026,60013,Single Game,205,70
2027,60471,Full Season,205,2
2027,60409,Full Season,205,2
2026,60177,Single Game,205,61
2027,60605-2439,Full Season,205,1
2026,60120,Full Season,205,2
2026,60302,Distribution Partner,205,70
2026,605653460,Full Season,205,1
2026,46304,Full Season,205,3
2026,25438,Full Season,205,1
2025,08901,Full Season,205,1
2025,60654,Pick Em Plan,204,15
2025,46561,Group,204,3
2025,60546,Half Season,204,3
2025,60048,Group,204,30
2025,60525,Quarter Season,204,5
2025,60625,Quarter Season,203,5
2025,60706,Group,203,19
2025,46321,Group,203,21
2025,60156-5940,Full Season,203,1
2025,60625,Single Game,203,69
2025,60062,Group,202,55
2026,60558,Single Game,202,66
2026,60646,Half Season,202,4
2026,60608,Distribution Partner,202,75
2026,46368,Group,202,13
2025,60805,Half Season,201,3
2026,60661,Half Season,201,5
2026,60181,Single Game,201,63
2026,60506,Half Season,201,4
2025,60026,Half Season,201,4
2026,605582018,Group,200,1
2026,46383,Half Season,200,3
2025,60487,Half Season,200,4
2025,60101,Half Season,200,4
2027,60004,Half Season,200,4
2027,60506,Half Season,200,4
2027,60030,Half Season,200,3
2026,60526,Half Season,200,3
2027,60521,Half Season,200,4
2025,60646,Pick Em Plan,200,11
2027,60487,Half Season,200,5
2025,46368,Full Season,200,3
2026,60805,Single Game,200,58
2025,60048,Pick Em Plan,200,10
2026,60506,Single Game,200,66
2025,48044,Full Season,200,1
2027,60564,Half Season,200,4
2027,60026,Half Season,200,4
2025,46307,Group,200,41
2026,60106,Half Season,200,4
2025,605653460,Full Season,200,1
2027,60173,Half Season,200,4
2025,60622-3196,Full Season,200,1
2026,60615,Group,200,33
2025,60085,Full Season,200,1
2025,76155,Group,200,1
2025,60120,Full Season,200,2
2026,60148,Group,199,41
2026,60446,Single Game,199,61
2025,60007-1904,Group,199,1
2025,60103-5820,Group,199,1
2026,60156,Single Game,199,71
2026,60656,Single Game,199,71
2025,60607,Distribution Partner,199,72
2026,60451,Pick Em Plan,198,10
2026,60526,Group,198,22
2026,60091,Distribution Partner,198,63
2025,60453,Pick Em Plan,198,13
2025,60606,Pick Em Plan,197,7
2026,60625,Pick Em Plan,197,12
2025,60062,Single Game,197,45
2026,46311,Single Game,197,56
2026,46385,Single Game,196,61
2026,60559,Single Game,196,56
2026,60010,Distribution Partner,196,59
2026,60172,Single Game,196,66
2026,60004,Pick Em Plan,195,10
2026,60606,Half Season,195,4
2025,60018,Half Season,195,3
2026,60126,Pick Em Plan,193,13
2026,60623,Single Game,193,60
2026,60089,Half Season,193,4
2025,60156-5216,Full Season,192,1
2026,46373,Single Game,192,53
2025,60642,Single Game,192,52
2026,60523-8855,Full Season,192,1
2025,60172,Group,192,18
2025,60302,Single Game,191,40
2025,60654,Single Game,191,70
2026,60477,Group,191,31
2026,60068,Distribution Partner,191,66
2026,60706,Group,191,16
2025,60090,Pick Em Plan,190,7
2026,60543,Pick Em Plan,190,10
2025,60638,Quarter Season,190,5
2025,60645,Quarter Season,190,5
2026,60172,Group,190,24
2025,60010,Pick Em Plan,190,9
2025,60193,Single Game,190,48
2025,60462,Group,190,36
2026,60525,Distribution Partner,190,64
2026,60056,Distribution Partner,190,62
2025,60137,Quarter Season,189,5
2026,60061,Single Game,188,61
2026,60477,Half Season,188,4
2025,60612,Group,188,34
2026,60611,Pick Em Plan,186,12
2026,60490,Single Game,186,58
2025,60191,Half Season,186,4
2026,60452,Group,186,20
2025,60035,Pick Em Plan,185,12
2026,60035,Pick Em Plan,185,11
2026,60202,Single Game,184,61
2025,60025,Pick Em Plan,184,11
2026,60021,Group,184,5
2026,60467,Distribution Partner,184,65
2025,60565,Single Game,184,51
2025,60605,Single Game,184,59
2026,60525,Pick Em Plan,183,11
2026,60607,Quarter Season,182,7
2026,61107,Full Season,182,2
2025,60188,Group,182,27
2026,60540,Distribution Partner,182,63
2025,60616,Group,182,40
2026,60045,Group,182,19
2025,60467,Half Season,182,4
2026,46342,Single Game,182,51
2026,60091,Pick Em Plan,182,9
2025,60504,Group,181,20
2026,60048,Pick Em Plan,181,11
2025,60022,Group,181,23
2026,60053,Single Game,181,50
2026,60441,Half Season,181,4
2026,60022,Half Season,180,4
2027,60606,Half Season,180,4
2026,60068,Pick Em Plan,180,12
2026,60477,Pick Em Plan,180,9
2027,60187,Half Season,180,5
2026,61265,Full Season,180,1
2025,60048,Half Season,180,3
2027,60188,Half Season,180,3
2025,08701,Full Season,180,2
2026,23229,Full Season,180,1
2027,60062,Half Season,180,4
2026,60108,Single Game,179,54
2026,606172946,Full Season,179,1
2026,60707,Single Game,179,71
2026,60051,Single Game,179,52
2026,60402,Group,179,32
2026,60520,Full Season,179,1
2025,60523-8855,Full Season,178,1
2026,60435,Single Game,178,57
2026,60004,Distribution Partner,178,66
2026,60565,Group,178,32
2026,60612,Half Season,178,4
2026,60010,Pick Em Plan,178,9
2026,60005-2240,Full Season,178,1
2026,60487,Half Season,178,4
2026,60185,Half Season,178,3
2026,60563,Group,178,29
2025,60613,Pick Em Plan,177,12
2025,606172946,Full Season,177,1
2025,60655,Distribution Partner,177,50
2025,60655,Single Game,176,55
2026,60016,Pick Em Plan,176,6
2026,60532,Half Season,176,4
2026,60622-4816,Full Season,176,1
2025,60177,Half Season,176,4
2026,60561,Pick Em Plan,176,10
2025,60060,Group,176,22
2026,60560,Single Game,175,54
2026,60025,Pick Em Plan,175,10
2025,60302,Group,175,44
2026,60609,Group,175,29
2026,60448,Group,175,24
2025,60521,Pick Em Plan,175,9
2026,60513,Single Game,174,63
2026,60542,Full Season,174,2
2026,60516,Group,174,31
2026,60640,Distribution Partner,174,69
